ad_name,campaign_name,ad_set_name,reach,impressions,clicks_link,landing_page_views,video_plays_15_plus_sec,video_plays_25_pct,video_plays_50_pct,video_plays_75_pct,video_plays_100_pct,cost,comments,reactions,engagement,shares,page_likes,estimated_ad_recall_lift,estimated_ad_recall_rate,video_plays_3_sec,indication,brand_target,date
CM~Results Ad_CT~VID_VD~15s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~24-Q1-01_CL~ASTRA_TA~ONC_DS~THEIR2+ 2L_MB~Neurexa_CU~DTC_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~18224-9-120398_FF~THEIR2+ 2L FB PurpleLab,AN~DTC Purple Lab_TG~RT_DE~A25-65A_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,5137,6371,35,0,0,0,0,0,0,37.06,0,0.0,607,0,0,0,0,572,BZS,DTC,2024-05-19
CM~CRM Ad_CT~VID_VD~15s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~24-Q1-01_CL~ASTRA_TA~ONC_DS~THEIR2+ 2L_MB~Neurexa_CU~DTC_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~18224-9-120398_FF~THEIR2+ 2L Pixel LAL,AN~Pixel LAL_TG~LAL_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,8096,9231,67,0,0,0,0,0,0,53.14,0,0.0,801,0,0,0,0,734,BZS,DTC,2024-05-19
CM~Educate Ad 2_CT~VID_VD~15s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~24-Q1-01_CL~ASTRA_TA~ONC_DS~THEIR2+ 2L_MB~Neurexa_CU~DTC_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~18224-9-120398_FF~THEIR2+ 2L Pixel LAL,AN~Pixel LAL_TG~LAL_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,683,869,9,0,0,0,0,0,0,3.58,0,0.0,60,0,0,0,0,51,BZS,DTC,2024-05-19
CM~Educate Ad 3_CT~VID_VD~15s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~24-Q1-01_CL~ASTRA_TA~ONC_DS~THEIR2+ 2L_MB~Neurexa_CU~DTC_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~18224-9-120398_FF~THEIR2+ 2L Pixel LAL,AN~Pixel LAL_TG~LAL_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,374,458,2,0,0,0,0,0,0,2.6,0,0.0,25,0,0,0,0,23,BZS,DTC,2024-05-19
CM~Results Ad_CT~VID_VD~15s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~24-Q1-01_CL~ASTRA_TA~ONC_DS~THEIR2+ 2L_MB~Neurexa_CU~DTC_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~18224-9-120398_FF~THEIR2+ 2L Pixel LAL,AN~Pixel LAL_TG~LAL_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,5621,6725,39,0,0,0,0,0,0,29.59,0,0.0,520,0,0,0,0,481,BZS,DTC,2024-05-19
CM~CRM Ad_CT~VID_VD~15s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~24-Q1-01_CL~ASTRA_TA~ONC_DS~THEIR2+ 2L_MB~Neurexa_CU~DTC_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~18224-9-120398_FF~THEIR2+ 2L Pixel LAL,AN~Pixel Search LAL_TG~LAL_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,711,751,5,0,0,0,0,0,0,4.84,0,0.0,68,0,0,0,0,63,BZS,DTC,2024-05-19
CM~Educate Ad 2_CT~VID_VD~15s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~24-Q1-01_CL~ASTRA_TA~ONC_DS~THEIR2+ 2L_MB~Neurexa_CU~DTC_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~18224-9-120398_FF~THEIR2+ 2L Pixel LAL,AN~Pixel Search LAL_TG~LAL_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,26,29,2,0,0,0,0,0,0,0.31,0,0.0,4,0,0,0,0,2,BZS,DTC,2024-05-19
CM~Educate Ad 3_CT~VID_VD~15s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~24-Q1-01_CL~ASTRA_TA~ONC_DS~THEIR2+ 2L_MB~Neurexa_CU~DTC_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~18224-9-120398_FF~THEIR2+ 2L Pixel LAL,AN~Pixel Search LAL_TG~LAL_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,4,5,0,0,0,0,0,0,0,0.04,0,0.0,0,0,0,0,0,0,BZS,DTC,2024-05-19
CM~Results Ad_CT~VID_VD~15s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~24-Q1-01_CL~ASTRA_TA~ONC_DS~THEIR2+ 2L_MB~Neurexa_CU~DTC_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~18224-9-120398_FF~THEIR2+ 2L Pixel LAL,AN~Pixel Search LAL_TG~LAL_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,448,491,4,0,0,0,0,0,0,2.68,0,0.0,27,0,0,0,0,23,BZS,DTC,2024-05-19
CM~CRM Ad_CT~VID_VD~15s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~24-Q1-01_CL~ASTRA_TA~ONC_DS~THEIR2+ 2L_MB~Neurexa_CU~DTC_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~18224-9-120398_FF~THEIR2+ 2L Pixel RTA,AN~Pixel RTA_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,2903,3873,33,0,0,0,0,0,0,41.89,0,0.0,385,0,0,0,0,352,BZS,DTC,2024-05-19
CM~Educate Ad2_CT~VID_VD~15s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~24-Q1-01_CL~ASTRA_TA~ONC_DS~THEIR2+ 2L_MB~Neurexa_CU~DTC_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~18224-9-120398_FF~THEIR2+ 2L Pixel RTA,AN~Pixel RTA_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,594,895,6,0,0,0,0,0,0,5.89,0,0.0,84,0,0,0,0,78,BZS,DTC,2024-05-19
CM~Educate Ad3_CT~VID_VD~15s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~24-Q1-01_CL~ASTRA_TA~ONC_DS~THEIR2+ 2L_MB~Neurexa_CU~DTC_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~18224-9-120398_FF~THEIR2+ 2L Pixel RTA,AN~Pixel RTA_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,254,367,3,0,0,0,0,0,0,2.96,0,0.0,33,0,0,0,0,30,BZS,DTC,2024-05-19
CM~Results Ad_CT~VID_VD~15s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~24-Q1-01_CL~ASTRA_TA~ONC_DS~THEIR2+ 2L_MB~Neurexa_CU~DTC_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~18224-9-120398_FF~THEIR2+ 2L Pixel RTA,AN~Pixel RTA_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,3664,5400,40,0,0,0,0,0,0,37.76,0,0.0,537,0,0,0,0,497,BZS,DTC,2024-05-19
CM~CRM Ad_CT~VID_VD~15s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~24-Q1-01_CL~ASTRA_TA~ONC_DS~THEIR2+ 2L_MB~Neurexa_CU~DTC_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~18224-9-120398_FF~THEIR2+ 2L Pixel RTA,AN~Pixel Search RTA_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,605,844,4,0,0,0,0,0,0,6.39,0,0.0,70,0,0,0,0,66,BZS,DTC,2024-05-19
CM~SecondLineDressAd1_CT~VID_VD~15s_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,YR~24-Q1-01_CL~ASTRA_TA~ONC_DS~THEIR2+ 2L_MB~Neurexa_CU~DTC_CA~B_PH~CONSD_BO~TRF_PB~IG_CN~18224-9-120398_FF~THEIR2+ 2L IG Engagement + Video RTA LAL,AN~Engagement RTA LAL_TG~LAL_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,453,479,7,0,0,0,0,0,0,6.44,0,0.0,127,0,0,0,0,120,BZS,DTC,2024-05-19
CM~SecondLineWhiteFrameAd2_CT~VID_VD~15s_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,YR~24-Q1-01_CL~ASTRA_TA~ONC_DS~THEIR2+ 2L_MB~Neurexa_CU~DTC_CA~B_PH~CONSD_BO~TRF_PB~IG_CN~18224-9-120398_FF~THEIR2+ 2L IG Engagement + Video RTA LAL,AN~Engagement RTA LAL_TG~LAL_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,5,5,0,0,0,0,0,0,0,0.07,0,0.0,1,0,0,0,0,1,BZS,DTC,2024-05-19
CM~SecondLineDressAd1_CT~VID_VD~15s_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,YR~24-Q1-01_CL~ASTRA_TA~ONC_DS~THEIR2+ 2L_MB~Neurexa_CU~DTC_CA~B_PH~CONSD_BO~TRF_PB~IG_CN~18224-9-120398_FF~THEIR2+ 2L IG Engagement + Video RTA LAL,AN~Video RTA LAL_TG~LAL_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,1474,1574,18,0,0,0,0,0,0,19.86,0,1.0,415,0,0,0,0,396,BZS,DTC,2024-05-19
CM~SecondLineWhiteFrameAd2_CT~VID_VD~15s_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,YR~24-Q1-01_CL~ASTRA_TA~ONC_DS~THEIR2+ 2L_MB~Neurexa_CU~DTC_CA~B_PH~CONSD_BO~TRF_PB~IG_CN~18224-9-120398_FF~THEIR2+ 2L IG Engagement + Video RTA LAL,AN~Video RTA LAL_TG~LAL_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,559,584,12,0,0,0,0,0,0,8.16,0,1.0,177,0,0,0,0,164,BZS,DTC,2024-05-19
CM~SecondLineDressAd1_CT~VID_VD~15s_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,YR~24-Q1-01_CL~ASTRA_TA~ONC_DS~THEIR2+ 2L_MB~Neurexa_CU~DTC_CA~B_PH~CONSD_BO~TRF_PB~IG_CN~18224-9-120398_FF~THEIR2+ 2L IG Pixel LAL,AN~Pixel LAL_TG~LAL_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,1304,1549,14,0,0,0,0,0,0,22.83,0,0.0,382,0,0,0,0,368,BZS,DTC,2024-05-19
CM~SecondLineWhiteFrameAd2_CT~VID_VD~15s_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,YR~24-Q1-01_CL~ASTRA_TA~ONC_DS~THEIR2+ 2L_MB~Neurexa_CU~DTC_CA~B_PH~CONSD_BO~TRF_PB~IG_CN~18224-9-120398_FF~THEIR2+ 2L IG Pixel LAL,AN~Pixel LAL_TG~LAL_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,468,548,7,0,0,0,0,0,0,9.91,0,1.0,128,0,0,0,0,120,BZS,DTC,2024-05-19
CM~SecondLineDressAd1_CT~VID_VD~15s_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,YR~24-Q1-01_CL~ASTRA_TA~ONC_DS~THEIR2+ 2L_MB~Neurexa_CU~DTC_CA~B_PH~CONSD_BO~TRF_PB~IG_CN~18224-9-120398_FF~THEIR2+ 2L IG Pixel RTA,AN~Pixel RTA_TG~LAL_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,745,1033,8,0,0,0,0,0,0,18.16,0,6.0,167,0,0,0,0,153,BZS,DTC,2024-05-19
CM~SecondLineWhiteFrameAd2_CT~VID_VD~15s_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,YR~24-Q1-01_CL~ASTRA_TA~ONC_DS~THEIR2+ 2L_MB~Neurexa_CU~DTC_CA~B_PH~CONSD_BO~TRF_PB~IG_CN~18224-9-120398_FF~THEIR2+ 2L IG Pixel RTA,AN~Pixel RTA_TG~LAL_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,423,570,10,0,0,0,0,0,0,11.18,0,2.0,119,0,0,0,0,107,BZS,DTC,2024-05-19
CM~SecondLineWhiteFrameAd2_CT~VID_VD~15s_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,YR~24-Q1-01_CL~ASTRA_TA~ONC_DS~THEIR2+ 2L_MB~Neurexa_CU~DTC_CA~B_PH~CONSD_BO~TRF_PB~IG_CN~18224-9-120398_FF~THEIR2+ 2L IG Pixel RTA,AN~Pixel Search RTA_TG~LAL_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,81,93,0,0,0,0,0,0,0,1.46,0,0.0,19,0,0,0,0,19,BZS,DTC,2024-05-19
CM~SecondLineDressAd1_CT~VID_VD~15s_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,YR~24-Q1-01_CL~ASTRA_TA~ONC_DS~THEIR2+ 2L_MB~Neurexa_CU~DTC_CA~B_PH~CONSD_BO~TRF_PB~IG_CN~18224-9-120398_FF~THEIR2+ 2L IG Pixel RTA,AN~Pixel Search RTA_TG~LAL_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,93,105,1,0,0,0,0,0,0,2.1,0,0.0,26,0,0,0,0,25,BZS,DTC,2024-05-19
CM~SecondLineDressAd1_CT~VID_VD~15s_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,YR~24-Q1-01_CL~ASTRA_TA~ONC_DS~THEIR2+ 2L_MB~Neurexa_CU~DTC_CA~B_PH~CONSD_BO~TRF_PB~IG_CN~18224-9-120398_FF~THEIR2+ 2L IG PurpleLab,AN~DTC Purple Lab_TG~RT_DE~A25-65A_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,800,941,3,0,0,0,0,0,0,15.83,0,1.0,211,0,0,0,0,207,BZS,DTC,2024-05-19
CM~SecondLineWhiteFrameAd2_CT~VID_VD~15s_PH~CONSD_BO~TRF_PB~IG_PD~NEWSF,YR~24-Q1-01_CL~ASTRA_TA~ONC_DS~THEIR2+ 2L_MB~Neurexa_CU~DTC_CA~B_PH~CONSD_BO~TRF_PB~IG_CN~18224-9-120398_FF~THEIR2+ 2L IG PurpleLab,AN~DTC Purple Lab_TG~RT_DE~A25-65A_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,805,982,4,0,0,0,0,0,0,16.82,0,2.0,225,0,0,0,0,219,BZS,DTC,2024-05-19
CM~In Stream_CT~VID_VD~15s_PH~CONSD_BO~AWE_PB~FB_PD~MSSGR,YR~23-Q2-05_CL~ALLY_TA~ONC_DS~PAN_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~AWE_PB~FB_CN~17722-9-115918_FF~ Instream,CM~EngRTALAL_CT~VID_VD~15s_PH~CONSD_BO~AWE_PB~FB_PD~MSSGR,27431,29678,0,0,0,0,0,0,0,400.1,0,0.0,15290,0,0,0,0,15289,AST,HCP,2024-05-07
CM~In Stream_CT~VID_VD~15s_PH~CONSD_BO~AWE_PB~FB_PD~MSSGR,YR~23-Q2-05_CL~ALLY_TA~ONC_DS~PAN_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~AWE_PB~FB_CN~17722-9-115918_FF~ Instream,CM~EngRTA_CT~VID_VD~15s_PH~CONSD_BO~AWE_PB~FB_PD~MSSGR,251,251,0,0,0,0,0,0,0,3.45,0,0.0,122,0,0,0,0,122,AST,HCP,2024-05-07
CM~In Stream_CT~VID_VD~15s_PH~CONSD_BO~AWE_PB~FB_PD~MSSGR,YR~23-Q2-05_CL~ALLY_TA~ONC_DS~PAN_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~AWE_PB~FB_CN~17722-9-115918_FF~ Instream,CM~PixelRTALAL_CT~VID_VD~15s_PH~CONSD_BO~AWE_PB~FB_PD~MSSGR,10137,10501,0,0,0,0,0,0,0,158.69,0,0.0,5460,0,0,0,0,5460,AST,HCP,2024-05-07
CM~In Stream_CT~VID_VD~15s_PH~CONSD_BO~AWE_PB~FB_PD~MSSGR,YR~23-Q2-05_CL~ALLY_TA~ONC_DS~PAN_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~AWE_PB~FB_CN~17722-9-115918_FF~ Instream,CM~PixelRTA_CT~VID_VD~15s_PH~CONSD_BO~AWE_PB~FB_PD~MSSGR,128,128,0,0,0,0,0,0,0,1.69,0,0.0,56,0,0,0,0,56,AST,HCP,2024-05-07
CM~In Stream_CT~VID_VD~15s_PH~CONSD_BO~AWE_PB~FB_PD~MSSGR,YR~24-Q1-01_CL~ALLY_TA~ONC_DS~PAN_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~AWE_PB~FB_CN~17722-9-115918_FF~ Instream 3P,CM~SpecialtyLists_CT~VID_VD~15s_PH~CONSD_BO~AWE_PB~FB_PD~MSSGR 3P,217,218,0,0,0,0,0,0,0,4.6899999999999995,0,0.0,107,0,0,0,0,107,AST,HCP,2024-05-07
CM~Shortform A New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~23-Q2-07-CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~17721-9-115463_FF~New Rx HCPs_Link Clicks,AN~HCPs_TG~3P_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,1581,2770,8,0,0,0,0,0,0,20.55,0,0.0,224,0,0,0,0,215,BZS,HCP,2024-05-07
CM~Shortform B New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~23-Q2-07-CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~17721-9-115463_FF~New Rx HCPs_Link Clicks,AN~HCPs_TG~3P_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,336,549,0,0,0,0,0,0,0,4.74,0,0.0,46,0,0,0,0,46,BZS,HCP,2024-05-07
CM~Shortform New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~23-Q2-07-CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~17721-9-115463_FF~New Rx HCPs_Link Clicks,AN~HCPs_TG~3P_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,828,1165,3,0,0,0,0,0,0,8.25,0,0.0,109,0,0,0,0,106,BZS,HCP,2024-05-07
CM~Shortform A New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~23-Q2-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~17721-9-115463_FF~New Pixel RTA LAL_Link Clicks,AN~EngagementRTALAL_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,344,359,3,0,0,0,0,0,0,1.6600000000000001,0,0.0,22,0,0,0,0,19,BZS,HCP,2024-05-07
CM~Shortform B New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~23-Q2-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~17721-9-115463_FF~New Pixel RTA LAL_Link Clicks,AN~EngagementRTALAL_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,1585,1642,11,0,0,0,0,0,0,7.76,0,0.0,70,0,0,0,0,59,BZS,HCP,2024-05-07
CM~Shortform New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~23-Q2-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~17721-9-115463_FF~New Pixel RTA LAL_Link Clicks,AN~EngagementRTALAL_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,94,95,0,0,0,0,0,0,0,0.4,0,0.0,3,0,0,0,0,3,BZS,HCP,2024-05-07
CM~Shortform A New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~23-Q2-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~17721-9-115463_FF~New Pixel RTA LAL_Link Clicks,AN~Pixel RTA LAL_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,1167,1391,9,0,0,0,0,0,0,7.6899999999999995,0,0.0,96,0,0,0,0,87,BZS,HCP,2024-05-07
CM~Shortform B New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~23-Q2-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~17721-9-115463_FF~New Pixel RTA LAL_Link Clicks,AN~Pixel RTA LAL_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,11859,16274,104,0,0,0,0,0,0,88.06,0,0.0,1217,0,0,0,0,1113,BZS,HCP,2024-05-07
CM~Shortform New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~23-Q2-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~17721-9-115463_FF~New Pixel RTA LAL_Link Clicks,AN~Pixel RTA LAL_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,1114,1339,5,0,0,0,0,0,0,6.4,0,0.0,101,0,0,0,0,96,BZS,HCP,2024-05-07
CM~Shortform A New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~23-Q2-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~17721-9-115463_FF~New Pixel RTA LAL_Link Clicks,AN~VideoRTALAL_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,1017,1062,8,0,0,0,0,0,0,3.95,0,0.0,93,0,0,0,0,85,BZS,HCP,2024-05-07
CM~Shortform B New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~23-Q2-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~17721-9-115463_FF~New Pixel RTA LAL_Link Clicks,AN~VideoRTALAL_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,3232,3402,14,0,0,0,0,0,0,12.25,0,0.0,261,0,0,0,0,247,BZS,HCP,2024-05-07
CM~Shortform New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~23-Q2-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~17721-9-115463_FF~New Pixel RTA LAL_Link Clicks,AN~VideoRTALAL_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,189,200,1,0,0,0,0,0,0,0.91,0,0.0,21,0,0,0,0,20,BZS,HCP,2024-05-07
CM~Shortform A New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~23-Q2-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~17721-9-115463_FF~New Pixel RTA_Link Clicks,AN~Engagement RTA_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,409,509,4,0,0,0,0,0,0,4.44,0,0.0,36,0,0,0,0,32,BZS,HCP,2024-05-07
CM~Shortform B New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~23-Q2-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~17721-9-115463_FF~New Pixel RTA_Link Clicks,AN~Engagement RTA_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,1375,1880,8,0,0,0,0,0,0,12.92,0,0.0,120,0,0,0,0,112,BZS,HCP,2024-05-07
CM~Shortform New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~23-Q2-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~17721-9-115463_FF~New Pixel RTA_Link Clicks,AN~Engagement RTA_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,519,693,3,0,0,0,0,0,0,5.78,0,0.0,28,0,0,0,0,25,BZS,HCP,2024-05-07
CM~Shortform A New_CT~VID_VD~60s_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,YR~23-Q2-07_CL~ASTRA_TA~ONC_DS~THEIR2+2L_MB~Neurexa_CU~HCP_CA~B_PH~CONSD_BO~TRF_PB~FB_CN~17721-9-115463_FF~New Pixel RTA_Link Clicks,AN~Pixel RTA_TG~RT_DE~A25-65F_MA~ntl_RG~USA_PH~CONSD_BO~TRF_PB~FB_PD~NEWSF,687,1135,10,0,0,0,0,0,0,11.07,0,0.0,136,0,0,0,0,126,BZS,HCP,2024-05-07
