campaign_name,ad_group,currency,clicks_ad,impressions,cost,indication,brand_target,date
|CN|DTCB|UB|mBC|NEU|NEU|Information|BZS Info,BZS Info|TXT|National|A:A|1|EX,USD,1,9,4.51,BZS,DTC,2024-06-27
|CN|DTCB|UB|mBC|NEU|NEU|Information|BZS Info,BZS Info|TXT|National|A:A|1|EX,USD,4,23,29.62,BZS,DTC,2024-06-27
|CN|DTCB|UB|mBC|NEU|NEU|Information|BZS Info,BZS Info|TXT|National|A:A|1|PH,USD,9,92,66.36,BZS,DTC,2024-06-27
|CN|DTCB|UB|mBC|NEU|NEU|Information|BZS Info,BZS Info|TXT|National|A:A|1|PH,USD,6,41,27.14,BZS,DTC,2024-06-27
|CN|DTCB|UB|mBC|NEU|NEU|Information|BZS Info,BZS Info|TXT|National|A:A|1|PH,USD,3,17,15.89,BZS,DTC,2024-06-27
|CN|DTCB|UB|mBC|NEU|NEU|Resources|BZS Resources,BZS Resources|TXT|National|A:A|1|EX,USD,0,1,0.0,BZS,DTC,2024-06-27
|CN|DTCB|UB|mBC|NEU|NEU|Resources|BZS Resources,BZS Resources|TXT|National|A:A|1|PH,USD,0,29,0.0,BZS,DTC,2024-06-27
|CN|DTCB|UB|mBC|NEU|NEU|Resources|BZS Resources,BZS Resources|TXT|National|A:A|1|PH,USD,0,8,0.0,BZS,DTC,2024-06-27
|CN|DTCB|UB|mBC|NEU|NEU|Resources|BZS Resources,BZS Safety|TXT|National|A:A|1|EX,USD,0,1,0.0,BZS,DTC,2024-06-27
|CN|DTCB|UB|mBC|NEU|NEU|Resources|BZS Resources,BZS Safety|TXT|National|A:A|1|PH,USD,1,7,3.99,BZS,DTC,2024-06-27
|CN|DTCB|UB|mBC|NEU|NEU|Resources|BZS Resources,BZS Safety|TXT|National|A:A|1|PH,USD,6,48,33.95,BZS,DTC,2024-06-27
|CN|DTCB|UB|mBC|NEU|NEU|Resources|BZS Resources,BZS Trial|TXT|National|A:A|1|EX,USD,0,2,0.0,BZS,DTC,2024-06-27
|CN|DTCB|UB|mBC|NEU|NEU|Resources|BZS Resources,BZS Trial|TXT|National|A:A|1|EX,USD,0,1,0.0,BZS,DTC,2024-06-27
|CN|DTCB|UB|mBC|NEU|NEU|Resources|BZS Resources,BZS Trial|TXT|National|A:A|1|PH,USD,4,70,23.68,BZS,DTC,2024-06-27
|CN|DTCB|UB|mBC|NEU|NEU|Resources|BZS Resources,BZS Trial|TXT|National|A:A|1|PH,USD,1,4,5.74,BZS,DTC,2024-06-27
|CN|DTCB|UB|mBC|NEU|NEU|Resources|BZS Resources,BZS Trial|TXT|National|A:A|1|PH,USD,0,1,0.0,BZS,DTC,2024-06-27
|CN|DTCB|UB|mBC|NEU|NEU|Resources|BZS Resources,BZS Understanding|TXT|National|A:A|1|EX,USD,5,20,24.19,BZS,DTC,2024-06-27
|CN|DTCB|UB|mBC|NEU|NEU|Resources|BZS Resources,BZS Understanding|TXT|National|A:A|1|PH,USD,3,25,15.48,BZS,DTC,2024-06-27
|CN|DTCB|UB|mBC|NEU|NEU|Resources|BZS Resources,BZS Understanding|TXT|National|A:A|1|PH,USD,0,7,0.0,BZS,DTC,2024-06-27
|CN|DTCB|UB|mBC|NEU|NEU|Treatment|BZS Treatment,BZS Treatment|TXT|National|A:A|1|EX,USD,1,8,6.32,BZS,DTC,2024-06-27
|CN|DTCB|UB|mBC|NEU|NEU|Treatment|BZS Treatment,BZS Treatment|TXT|National|A:A|1|EX,USD,0,1,0.0,BZS,DTC,2024-06-27
|CN|DTCB|UB|mBC|NEU|NEU|Treatment|BZS Treatment,BZS Treatment|TXT|National|A:A|1|PH,USD,0,1,0.0,BZS,DTC,2024-06-27
|CN|DTCB|UB|mBC|NEU|NEU|Treatment|BZS Treatment,BZS Treatment|TXT|National|A:A|1|PH,USD,4,85,24.87,BZS,DTC,2024-06-27
|CN|DTCB|UB|mBC|NEU|NEU|Treatment|BZS Treatment,BZS Treatment|TXT|National|A:A|1|PH,USD,6,52,31.37,BZS,DTC,2024-06-27
|CN|DTCB|UB|mBC|NEU|NEU|Treatment|Treatment,Management|TXT|National|A:A|1|EX,USD,0,2,0.0,BZS,DTC,2024-06-27
|CN|DTCB|UB|mBC|NEU|NEU|Treatment|Treatment,Management|TXT|National|A:A|1|PH,USD,1,6,6.25,BZS,DTC,2024-06-27
|CN|DTCB|UB|mBC|NEU|NEU|Treatment|Treatment,Side Effects|TXT|National|A:A|1|EX,USD,1,2,3.16,BZS,DTC,2024-06-27
|CN|DTCB|UB|mBC|NEU|NEU|Treatment|Treatment,Therapy|TXT|National|A:A|1|PH,USD,0,3,0.0,BZS,DTC,2024-06-27
|CN|DTCB|UB|mBC|NEU|NEU|Treatment|Treatment Priority,Treatment|TXT|National|A:A|1|EX,USD,0,4,0.0,BZS,DTC,2024-06-27
|CN|DTCB|UB|mBC|NEU|NEU|Treatment|Treatment Priority,Treatment|TXT|National|A:A|1|PH,USD,3,53,21.29,BZS,DTC,2024-06-27
|CN|DTCB|BR|mBC|NEU|NEU|Competitive|Competitor,Competitors|TXT|National|A:A|1|EX,USD,11,110,62.6,BZS,DTC,2024-06-28
|CN|DTCB|BR|mBC|NEU|NEU|Competitive|Competitor,Competitors|TXT|National|A:A|1|PH,USD,12,113,73.34,BZS,DTC,2024-06-28
|CN|DTCB|BR|mBC|NEU|NEU|Competitive|Competitor,Competitor|TXT|National|A:A|1|EX,USD,7,485,75.61,BZS,DTC,2024-06-28
|CN|DTCB|BR|mBC|NEU|NEU|Competitive|Competitor,Competitor|TXT|National|A:A|1|PH,USD,12,550,132.61,BZS,DTC,2024-06-28
|CN|DTCB|BR|mBC|NEU|NEU|Condition|BZS,BZS|TXT|National|A:A|1|EX,USD,0,5,0.0,BZS,DTC,2024-06-28
|CN|DTCB|BR|mBC|NEU|NEU|Condition|BZS,BZS|TXT|National|A:A|1|EX,USD,2,14,26.81,BZS,DTC,2024-06-28
|CN|DTCB|BR|mBC|NEU|NEU|Condition|BZS,BZS|TXT|National|A:A|1|PH,USD,24,259,305.07,BZS,DTC,2024-06-28
|CN|DTCB|BR|mBC|NEU|NEU|Condition|BZS,BZS|TXT|National|A:A|1|PH,USD,2,60,30.79,BZS,DTC,2024-06-28
|CN|DTCB|BR|mBC|NEU|NEU|Core|Alone,Alone|TXT|National|A:A|1|EX,USD,122,728,731.43,BZS,DTC,2024-06-28
|CN|DTCB|BR|mBC|NEU|NEU|Core|Alone,Alone|TXT|National|A:A|1|PH,USD,52,779,574.29,BZS,DTC,2024-06-28
|CN|DTCB|BR|mBC|NEU|NEU|Core|Branded,Alone|TXT|National|A:A|1|EX,USD,1,35,16.19,BZS,DTC,2024-06-28
|CN|DTCB|BR|mBC|NEU|NEU|Core|Branded,Alone|TXT|National|A:A|1|PH,USD,3,24,51.82,BZS,DTC,2024-06-28
|CN|DTCB|BR|mBC|NEU|NEU|Information|Info,Dosing|TXT|National|A:A|1|EX,USD,1,12,7.32,BZS,DTC,2024-06-28
|CN|DTCB|BR|mBC|NEU|NEU|Information|Info,Dosing|TXT|National|A:A|1|PH,USD,0,3,0.0,BZS,DTC,2024-06-28
|CN|DTCB|BR|mBC|NEU|NEU|Information|Info,Info|TXT|National|A:A|1|EX,USD,29,98,172.68,BZS,DTC,2024-06-28
|CN|DTCB|BR|mBC|NEU|NEU|Information|Info,Info|TXT|National|A:A|1|PH,USD,0,1,0.0,BZS,DTC,2024-06-28
|CN|DTCB|BR|mBC|NEU|NEU|Information|Info,Resources|TXT|National|A:A|1|EX,USD,1,18,5.22,BZS,DTC,2024-06-28
|CN|DTCB|BR|mBC|NEU|NEU|Information|Info,Results|TXT|National|A:A|1|EX,USD,0,3,0.0,BZS,DTC,2024-06-28
|CN|DTCB|BR|mBC|NEU|NEU|Information|Info,Results|TXT|National|A:A|1|PH,USD,0,11,0.0,BZS,DTC,2024-06-28
|CN|DTCB|BR|mBC|NEU|NEU|Information|Info,Results|TXT|National|A:A|1|PH,USD,1,19,12.35,BZS,DTC,2024-06-28
|CN|DTCB|BR|mBC|NEU|NEU|Information|Info,Risk|TXT|National|A:A|1|EX,USD,4,46,27.46,BZS,DTC,2024-06-28
|CN|DTCB|BR|mBC|NEU|NEU|Information|Info,Risk|TXT|National|A:A|1|PH,USD,2,13,13.37,BZS,DTC,2024-06-28
|CN|DTCB|BR|mBC|NEU|NEU|Information|Info,Safety|TXT|National|A:A|1|EX,USD,10,76,77.27,BZS,DTC,2024-06-28
|CN|DTCB|BR|mBC|NEU|NEU|Information|Info,Safety|TXT|National|A:A|1|PH,USD,1,6,8.28,BZS,DTC,2024-06-28
|CN|DTCB|BR|mBC|NEU|NEU|Information|Info,Study|TXT|National|A:A|1|EX,USD,1,8,10.37,BZS,DTC,2024-06-28
|CN|DTCB|BR|mBC|NEU|NEU|Information|Info,Study|TXT|National|A:A|1|PH,USD,0,3,0.0,BZS,DTC,2024-06-28
|CN|DTCB|BR|mBC|NEU|NEU|Information|Info,Treatment|TXT|National|A:A|1|EX,USD,23,99,262.6,BZS,DTC,2024-06-28
|CN|DTCB|BR|mBC|NEU|NEU|Information|Info,Treatment|TXT|National|A:A|1|PH,USD,1,18,10.77,BZS,DTC,2024-06-28
|CN|DTCB|BR|mBC|NEU|NEU|Information|Info,Understanding|TXT|National|A:A|1|EX,USD,0,10,0.0,BZS,DTC,2024-06-28
|CN|DTCB|UB|mBC|NEU|NEU|Condition|BZS Condition,BZS General|TXT|National|A:A|1|EX,USD,0,3,0.0,BZS,DTC,2024-06-28
|CN|DTCB|UB|mBC|NEU|NEU|Condition|BZS Condition,BZS General|TXT|National|A:A|1|EX,USD,2,53,20.42,BZS,DTC,2024-06-28
|CN|DTCB|UB|mBC|NEU|NEU|Condition|BZS Condition,BZS General|TXT|National|A:A|1|PH,USD,1,11,6.06,BZS,DTC,2024-06-28
|CN|DTCB|UB|mBC|NEU|NEU|Condition|BZS Condition,BZS General|TXT|National|A:A|1|PH,USD,14,120,158.7,BZS,DTC,2024-06-28
|CN|DTCB|UB|mBC|NEU|NEU|Condition|BZS Condition,BZS general|TXT|National|A:A|1|EX,USD,0,5,0.0,BZS,DTC,2024-06-28
|CN|DTCB|UB|mBC|NEU|NEU|Condition|BZS Condition,BZS general|TXT|National|A:A|1|PH,USD,4,23,14.6,BZS,DTC,2024-06-28
|CN|DTCB|UB|mBC|NEU|NEU|Condition|BZS ITT Condition,BZS general|TXT|National|A:A|1|PH,USD,2,14,13.23,BZS,DTC,2024-06-28
|CN|DTCB|UB|mBC|NEU|NEU|Condition|Condition,Alone|TXT|National|A:A|1|EX,USD,3,104,20.18,BZS,DTC,2024-06-28
|CN|DTCB|UB|mBC|NEU|NEU|Condition|Condition,Alone|TXT|National|A:A|1|PH,USD,18,335,120.65,BZS,DTC,2024-06-28
|CN|DTCB|UB|mBC|NEU|NEU|Core|BZS,BZS|TXT|National|A:A|1|EX,USD,0,7,0.0,BZS,DTC,2024-06-28
|CN|DTCB|UB|mBC|NEU|NEU|Core|BZS,BZS|TXT|National|A:A|1|PH,USD,4,32,23.46,BZS,DTC,2024-06-28
|CN|DTCB|UB|mBC|NEU|NEU|Core|BZS,BZS|TXT|National|A:A|1|PH,USD,2,32,15.05,BZS,DTC,2024-06-28
|CN|DTCB|UB|mBC|NEU|NEU|Core|BZS+,About|TXT|National|A:A|1|EX,USD,0,2,0.0,BZS,DTC,2024-06-28
|CN|DTCB|UB|mBC|NEU|NEU|Core|BZS+,About|TXT|National|A:A|1|PH,USD,1,3,6.32,BZS,DTC,2024-06-28
|CN|DTCB|UB|mBC|NEU|NEU|Core|BZS+,Causes|TXT|National|A:A|1|EX,USD,0,1,0.0,BZS,DTC,2024-06-28
|CN|DTCB|UB|mBC|NEU|NEU|Core|BZS+,Causes|TXT|National|A:A|1|PH,USD,0,1,0.0,BZS,DTC,2024-06-28
|CN|DTCB|UB|mBC|NEU|NEU|Core|BZS+,Diagnosis|TXT|National|A:A|1|EX,USD,1,4,6.43,BZS,DTC,2024-06-28
|CN|DTCB|UB|mBC|NEU|NEU|Core|BZS+,Medication|TXT|National|A:A|1|PH,USD,0,0,0.0,BZS,DTC,2024-06-28
|CN|DTCB|UB|mBC|NEU|NEU|Information|BZS Info,BZS Cancer Risk|TXT|National|A:A|1|PH,USD,0,1,0.0,BZS,DTC,2024-06-28
|CN|DTCB|UB|mBC|NEU|NEU|Information|BZS Info,BZS Info|TXT|National|A:A|1|EX,USD,2,23,19.24,BZS,DTC,2024-06-28
|CN|DTCB|UB|mBC|NEU|NEU|Information|BZS Info,BZS Info|TXT|National|A:A|1|EX,USD,1,7,4.62,BZS,DTC,2024-06-28
|CN|DTCB|UB|mBC|NEU|NEU|Information|BZS Info,BZS Info|TXT|National|A:A|1|PH,USD,0,6,0.0,BZS,DTC,2024-06-28
|CN|DTCB|UB|mBC|NEU|NEU|Information|BZS Info,BZS Info|TXT|National|A:A|1|PH,USD,6,43,30.62,BZS,DTC,2024-06-28
|CN|DTCB|UB|mBC|NEU|NEU|Information|BZS Info,BZS Info|TXT|National|A:A|1|PH,USD,12,84,82.6,BZS,DTC,2024-06-28
|CN|DTCB|UB|mBC|NEU|NEU|Resources|BZS Resources,BZS Dosing|TXT|National|A:A|1|PH,USD,0,1,0.0,BZS,DTC,2024-06-28
|CN|DTCB|UB|mBC|NEU|NEU|Resources|BZS Resources,BZS Resources|TXT|National|A:A|1|PH,USD,2,26,11.2,BZS,DTC,2024-06-28
|CN|DTCB|UB|mBC|NEU|NEU|Resources|BZS Resources,BZS Resources|TXT|National|A:A|1|PH,USD,2,22,11.52,BZS,DTC,2024-06-28
|CN|DTCB|UB|mBC|NEU|NEU|Resources|BZS Resources,BZS Safety|TXT|National|A:A|1|EX,USD,1,4,6.24,BZS,DTC,2024-06-28
|CN|DTCB|UB|mBC|NEU|NEU|Resources|BZS Resources,BZS Safety|TXT|National|A:A|1|PH,USD,3,34,19.31,BZS,DTC,2024-06-28
|CN|DTCB|UB|mBC|NEU|NEU|Resources|BZS Resources,BZS Safety|TXT|National|A:A|1|PH,USD,0,10,0.0,BZS,DTC,2024-06-28
|CN|DTCB|UB|mBC|NEU|NEU|Resources|BZS Resources,BZS Trial|TXT|National|A:A|1|EX,USD,1,3,6.33,BZS,DTC,2024-06-28
|CN|DTCB|UB|mBC|NEU|NEU|Resources|BZS Resources,BZS Trial|TXT|National|A:A|1|PH,USD,7,55,44.48,BZS,DTC,2024-06-28
|CN|DTCB|UB|mBC|NEU|NEU|Resources|BZS Resources,BZS Trial|TXT|National|A:A|1|PH,USD,0,8,0.0,BZS,DTC,2024-06-28
|CN|DTCB|UB|mBC|NEU|NEU|Resources|BZS Resources,BZS Understanding|TXT|National|A:A|1|EX,USD,2,27,9.46,BZS,DTC,2024-06-28
|CN|DTCB|UB|mBC|NEU|NEU|Resources|BZS Resources,BZS Understanding|TXT|National|A:A|1|PH,USD,0,22,0.0,BZS,DTC,2024-06-28
|CN|DTCB|UB|mBC|NEU|NEU|Resources|BZS Resources,BZS Understanding|TXT|National|A:A|1|PH,USD,0,3,0.0,BZS,DTC,2024-06-28
|CN|DTCB|UB|mBC|NEU|NEU|Treatment|BZS Treatment,BZS Treatment|TXT|National|A:A|1|EX,USD,0,2,0.0,BZS,DTC,2024-06-28
|CN|DTCB|UB|mBC|NEU|NEU|Treatment|BZS Treatment,BZS Treatment|TXT|National|A:A|1|EX,USD,0,4,0.0,BZS,DTC,2024-06-28
|CN|DTCB|UB|mBC|NEU|NEU|Treatment|BZS Treatment,BZS Treatment|TXT|National|A:A|1|PH,USD,6,58,29.98,BZS,DTC,2024-06-28
|CN|DTCB|UB|mBC|NEU|NEU|Treatment|BZS Treatment,BZS Treatment|TXT|National|A:A|1|PH,USD,0,4,0.0,BZS,DTC,2024-06-28
|CN|DTCB|UB|mBC|NEU|NEU|Treatment|BZS Treatment,BZS Treatment|TXT|National|A:A|1|PH,USD,5,45,29.42,BZS,DTC,2024-06-28
|CN|DTCB|UB|mBC|NEU|NEU|Treatment|Treatment,Management|TXT|National|A:A|1|EX,USD,2,14,11.08,BZS,DTC,2024-06-28
|CN|DTCB|UB|mBC|NEU|NEU|Treatment|Treatment,Management|TXT|National|A:A|1|PH,USD,0,25,0.0,BZS,DTC,2024-06-28
|CN|DTCB|UB|mBC|NEU|NEU|Treatment|Treatment,Side Effects|TXT|National|A:A|1|EX,USD,0,6,0.0,BZS,DTC,2024-06-28
|CN|DTCB|UB|mBC|NEU|NEU|Treatment|Treatment,Therapy|TXT|National|A:A|1|EX,USD,0,6,0.0,BZS,DTC,2024-06-28
|CN|DTCB|UB|mBC|NEU|NEU|Treatment|Treatment,Therapy|TXT|National|A:A|1|PH,USD,0,14,0.0,BZS,DTC,2024-06-28
|CN|DTCB|UB|mBC|NEU|NEU|Treatment|Treatment Priority,Treatment|TXT|National|A:A|1|EX,USD,0,2,0.0,BZS,DTC,2024-06-28
|CN|DTCB|UB|mBC|NEU|NEU|Treatment|Treatment Priority,Treatment|TXT|National|A:A|1|PH,USD,2,25,11.49,BZS,DTC,2024-06-28
|CN|DTCB|BR|mBC|NEU|NEU|Competitive|Competitor,Competitors|TXT|National|A:A|1|EX,USD,6,125,34.16,BZS,DTC,2024-06-29
|CN|DTCB|BR|mBC|NEU|NEU|Competitive|Competitor,Competitors|TXT|National|A:A|1|PH,USD,16,137,95.88,BZS,DTC,2024-06-29
|CN|DTCB|BR|mBC|NEU|NEU|Competitive|Competitor,Competitor|TXT|National|A:A|1|EX,USD,5,461,55.68,BZS,DTC,2024-06-29
|CN|DTCB|BR|mBC|NEU|NEU|Competitive|Competitor,Competitor|TXT|National|A:A|1|PH,USD,8,438,92.63,BZS,DTC,2024-06-29
|CN|DTCB|BR|mBC|NEU|NEU|Condition|BZS,BZS|TXT|National|A:A|1|EX,USD,1,5,6.92,BZS,DTC,2024-06-29
|CN|DTCB|BR|mBC|NEU|NEU|Condition|BZS,BZS|TXT|National|A:A|1|EX,USD,2,23,29.07,BZS,DTC,2024-06-29
|CN|DTCB|BR|mBC|NEU|NEU|Condition|BZS,BZS|TXT|National|A:A|1|PH,USD,21,209,251.87,BZS,DTC,2024-06-29
|CN|DTCB|BR|mBC|NEU|NEU|Condition|BZS,BZS|TXT|National|A:A|1|PH,USD,3,42,58.8,BZS,DTC,2024-06-29
|CN|DTCB|BR|mBC|NEU|NEU|Core|Alone,Alone|TXT|National|A:A|1|EX,USD,97,493,614.57,BZS,DTC,2024-06-29
|CN|DTCB|BR|mBC|NEU|NEU|Core|Alone,Alone|TXT|National|A:A|1|PH,USD,45,627,489.83,BZS,DTC,2024-06-29
|CN|DTCB|BR|mBC|NEU|NEU|Core|Branded,Alone|TXT|National|A:A|1|EX,USD,1,19,8.8,BZS,DTC,2024-06-29
|CN|DTCB|BR|mBC|NEU|NEU|Core|Branded,Alone|TXT|National|A:A|1|PH,USD,1,22,17.36,BZS,DTC,2024-06-29
|CN|DTCB|BR|mBC|NEU|NEU|Information|Info,Dosing|TXT|National|A:A|1|EX,USD,0,9,0.0,BZS,DTC,2024-06-29
|CN|DTCB|BR|mBC|NEU|NEU|Information|Info,Dosing|TXT|National|A:A|1|PH,USD,0,3,0.0,BZS,DTC,2024-06-29
|CN|DTCB|BR|mBC|NEU|NEU|Information|Info,Info|TXT|National|A:A|1|EX,USD,13,63,79.23,BZS,DTC,2024-06-29
|CN|DTCB|BR|mBC|NEU|NEU|Information|Info,Resources|TXT|National|A:A|1|EX,USD,0,15,0.0,BZS,DTC,2024-06-29
|CN|DTCB|BR|mBC|NEU|NEU|Information|Info,Resources|TXT|National|A:A|1|PH,USD,0,3,0.0,BZS,DTC,2024-06-29
|CN|DTCB|BR|mBC|NEU|NEU|Information|Info,Results|TXT|National|A:A|1|EX,USD,0,1,0.0,BZS,DTC,2024-06-29
|CN|DTCB|BR|mBC|NEU|NEU|Information|Info,Results|TXT|National|A:A|1|PH,USD,0,6,0.0,BZS,DTC,2024-06-29
|CN|DTCB|BR|mBC|NEU|NEU|Information|Info,Results|TXT|National|A:A|1|PH,USD,0,9,0.0,BZS,DTC,2024-06-29
|CN|DTCB|BR|mBC|NEU|NEU|Information|Info,Risk|TXT|National|A:A|1|EX,USD,7,33,53.79,BZS,DTC,2024-06-29
|CN|DTCB|BR|mBC|NEU|NEU|Information|Info,Risk|TXT|National|A:A|1|PH,USD,2,16,17.69,BZS,DTC,2024-06-29
|CN|DTCB|BR|mBC|NEU|NEU|Information|Info,Safety|TXT|National|A:A|1|EX,USD,9,66,69.48,BZS,DTC,2024-06-29
|CN|DTCB|BR|mBC|NEU|NEU|Information|Info,Safety|TXT|National|A:A|1|PH,USD,0,2,0.0,BZS,DTC,2024-06-29
|CN|DTCB|BR|mBC|NEU|NEU|Information|Info,Study|TXT|National|A:A|1|EX,USD,0,7,0.0,BZS,DTC,2024-06-29
|CN|DTCB|BR|mBC|NEU|NEU|Information|Info,Study|TXT|National|A:A|1|PH,USD,0,13,0.0,BZS,DTC,2024-06-29
|CN|DTCB|BR|mBC|NEU|NEU|Information|Info,Treatment|TXT|National|A:A|1|EX,USD,17,79,189.89,BZS,DTC,2024-06-29
|CN|DTCB|BR|mBC|NEU|NEU|Information|Info,Treatment|TXT|National|A:A|1|PH,USD,0,13,0.0,BZS,DTC,2024-06-29
|CN|DTCB|BR|mBC|NEU|NEU|Information|Info,Understanding|TXT|National|A:A|1|EX,USD,0,2,0.0,BZS,DTC,2024-06-29
|CN|DTCB|UB|mBC|NEU|NEU|Condition|BZS Condition,BZS General|TXT|National|A:A|1|EX,USD,10,30,103.93,BZS,DTC,2024-06-29
|CN|DTCB|UB|mBC|NEU|NEU|Condition|BZS Condition,BZS General|TXT|National|A:A|1|PH,USD,1,10,6.06,BZS,DTC,2024-06-29
|CN|DTCB|UB|mBC|NEU|NEU|Condition|BZS Condition,BZS General|TXT|National|A:A|1|PH,USD,8,96,81.75,BZS,DTC,2024-06-29
|CN|DTCB|UB|mBC|NEU|NEU|Condition|BZS Condition,BZS general|TXT|National|A:A|1|EX,USD,0,4,0.0,BZS,DTC,2024-06-29
|CN|DTCB|UB|mBC|NEU|NEU|Condition|BZS Condition,BZS general|TXT|National|A:A|1|PH,USD,4,24,14.7,BZS,DTC,2024-06-29
|CN|DTCB|UB|mBC|NEU|NEU|Condition|BZS ITT Condition,BZS general|TXT|National|A:A|1|PH,USD,1,21,8.4,BZS,DTC,2024-06-29
|CN|DTCB|UB|mBC|NEU|NEU|Condition|Condition,Alone|TXT|National|A:A|1|EX,USD,3,127,17.19,BZS,DTC,2024-06-29
|CN|DTCB|UB|mBC|NEU|NEU|Condition|Condition,Alone|TXT|National|A:A|1|PH,USD,17,451,116.06,BZS,DTC,2024-06-29
|CN|DTCB|UB|mBC|NEU|NEU|Core|BZS,BZS|TXT|National|A:A|1|EX,USD,0,2,0.0,BZS,DTC,2024-06-29
|CN|DTCB|UB|mBC|NEU|NEU|Core|BZS,BZS|TXT|National|A:A|1|PH,USD,2,34,12.63,BZS,DTC,2024-06-29
|CN|DTCB|UB|mBC|NEU|NEU|Core|BZS,BZS|TXT|National|A:A|1|PH,USD,1,14,8.27,BZS,DTC,2024-06-29
|CN|DTCB|UB|mBC|NEU|NEU|Core|BZS+,Medication|TXT|National|A:A|1|PH,USD,1,1,7.3,BZS,DTC,2024-06-29
|CN|DTCB|UB|mBC|NEU|NEU|Core|BZS+,What Is|TXT|National|A:A|1|EX,USD,2,1,8.56,BZS,DTC,2024-06-29
|CN|DTCB|UB|mBC|NEU|NEU|Information|BZS Info,BZS Cancer Risk|TXT|National|A:A|1|PH,USD,0,1,0.0,BZS,DTC,2024-06-29
|CN|DTCB|UB|mBC|NEU|NEU|Information|BZS Info,BZS Info|TXT|National|A:A|1|EX,USD,1,5,5.78,BZS,DTC,2024-06-29
|CN|DTCB|UB|mBC|NEU|NEU|Information|BZS Info,BZS Info|TXT|National|A:A|1|EX,USD,4,26,30.94,BZS,DTC,2024-06-29
|CN|DTCB|UB|mBC|NEU|NEU|Information|BZS Info,BZS Info|TXT|National|A:A|1|PH,USD,6,65,26.36,BZS,DTC,2024-06-29
|CN|DTCB|UB|mBC|NEU|NEU|Information|BZS Info,BZS Info|TXT|National|A:A|1|PH,USD,9,81,65.51,BZS,DTC,2024-06-29
|CN|DTCB|UB|mBC|NEU|NEU|Information|BZS Info,BZS Info|TXT|National|A:A|1|PH,USD,1,14,5.39,BZS,DTC,2024-06-29
|CN|DTCB|UB|mBC|NEU|NEU|Resources|BZS Resources,BZS Dosing|TXT|National|A:A|1|PH,USD,0,1,0.0,BZS,DTC,2024-06-29
|CN|DTCB|UB|mBC|NEU|NEU|Resources|BZS Resources,BZS Resources|TXT|National|A:A|1|EX,USD,0,1,0.0,BZS,DTC,2024-06-29
|CN|DTCB|UB|mBC|NEU|NEU|Resources|BZS Resources,BZS Resources|TXT|National|A:A|1|PH,USD,1,14,5.96,BZS,DTC,2024-06-29
|CN|DTCB|UB|mBC|NEU|NEU|Resources|BZS Resources,BZS Resources|TXT|National|A:A|1|PH,USD,1,1,5.77,BZS,DTC,2024-06-29
|CN|DTCB|UB|mBC|NEU|NEU|Resources|BZS Resources,BZS Safety|TXT|National|A:A|1|EX,USD,0,4,0.0,BZS,DTC,2024-06-29
|CN|DTCB|UB|mBC|NEU|NEU|Resources|BZS Resources,BZS Safety|TXT|National|A:A|1|PH,USD,5,46,27.98,BZS,DTC,2024-06-29
|CN|DTCB|UB|mBC|NEU|NEU|Resources|BZS Resources,BZS Trial|TXT|National|A:A|1|EX,USD,0,1,0.0,BZS,DTC,2024-06-29
|CN|DTCB|UB|mBC|NEU|NEU|Resources|BZS Resources,BZS Trial|TXT|National|A:A|1|PH,USD,4,45,24.49,BZS,DTC,2024-06-29
|CN|DTCB|UB|mBC|NEU|NEU|Resources|BZS Resources,BZS Trial|TXT|National|A:A|1|PH,USD,0,2,0.0,BZS,DTC,2024-06-29
|CN|DTCB|UB|mBC|NEU|NEU|Resources|BZS Resources,BZS Understanding|TXT|National|A:A|1|EX,USD,3,20,14.59,BZS,DTC,2024-06-29
|CN|DTCB|UB|mBC|NEU|NEU|Resources|BZS Resources,BZS Understanding|TXT|National|A:A|1|PH,USD,2,15,8.86,BZS,DTC,2024-06-29
|CN|DTCB|UB|mBC|NEU|NEU|Treatment|BZS Treatment,BZS Treatment|TXT|National|A:A|1|EX,USD,0,9,0.0,BZS,DTC,2024-06-29
|CN|DTCB|UB|mBC|NEU|NEU|Treatment|BZS Treatment,BZS Treatment|TXT|National|A:A|1|EX,USD,0,2,0.0,BZS,DTC,2024-06-29
|CN|DTCB|UB|mBC|NEU|NEU|Treatment|BZS Treatment,BZS Treatment|TXT|National|A:A|1|PH,USD,2,6,11.68,BZS,DTC,2024-06-29
|CN|DTCB|UB|mBC|NEU|NEU|Treatment|BZS Treatment,BZS Treatment|TXT|National|A:A|1|PH,USD,5,49,28.48,BZS,DTC,2024-06-29
|CN|DTCB|UB|mBC|NEU|NEU|Treatment|BZS Treatment,BZS Treatment|TXT|National|A:A|1|PH,USD,5,68,29.85,BZS,DTC,2024-06-29
|CN|DTCB|UB|mBC|NEU|NEU|Treatment|Treatment,Management|TXT|National|A:A|1|EX,USD,1,9,6.74,BZS,DTC,2024-06-29
|CN|DTCB|UB|mBC|NEU|NEU|Treatment|Treatment,Management|TXT|National|A:A|1|PH,USD,1,22,5.29,BZS,DTC,2024-06-29
|CN|DTCB|UB|mBC|NEU|NEU|Treatment|Treatment,Side Effects|TXT|National|A:A|1|EX,USD,0,2,0.0,BZS,DTC,2024-06-29
|CN|DTCB|UB|mBC|NEU|NEU|Treatment|Treatment,Side Effects|TXT|National|A:A|1|PH,USD,0,1,0.0,BZS,DTC,2024-06-29
